id,hebrew,transliterated
1219,קשה,qeh
1220,בשעה,beyh
1221,שרוב,erwb
1222,האחרות,haxrwt
1223,נהנו,nhnw
1224,משגשוג,megewg
1225,תקדים,tqdim
1226,לא,la
1227,מניעים,mniyim
1228,אלטרואיסטיים,alvrwaisviim
1229,מעוררים,mywrrim
1230,איפוא,aipwa
1231,באיובה,baiwbh
1232,התנגדות,htngdwt
1233,למלחמות,lmlxmwt
1234,מניעים,mniyim
1235,תועלתניים,twyltniim
1236,כאן,kan
1237,אין,ain
1238,אוהבים,awhbim
1239,ביותר,biwtr
1240,את,at
1241,הרעיון,hryiwn
1242,של,el
1243,במפרץ,bmprc
1244,הפרסי,hprsi
1245,יום,iwm
1246,אחד,axd
1247,בשבוע,bebwy
1248,מרח,mrx
1249,העיתון,hyitwn
1250,המקומי,hmqwmi
1251,דה,dh
1252,מוין,mwin
1253,רגיסטר,rgisvr
1254,כותרת,kwtrt
1255,ענקית,ynqit
1256,מלוא,mlwa
1257,של,el
1258,מוספו,mwspw
1259,היומי,hiwmi
1260,אמרה,amrh
1261,הכותרת,hkwtrt
1262,באנגלית,banglit
1263,עכשיו,ykeiw
1264,לצד,lcd
1265,האותיות,hawtiwt
1266,האדומות,hadwmwt
1267,הציב,hcib
1268,העיתון,hyitwn
1269,את,at
1270,סמל,sml
1271,וייטנאם,wiivnam
1272,ביום,biwm
1273,אחר,axr
1274,פירסם,pirsm
1275,העיתון,hyitwn
1276,בעמוד,bymwd
1277,מאמרי,mamri
1278,המערכת,hmyrkt
1279,שלו,elw
1280,דם,dm
1281,מלאך,mlak
1282,המוות,hmwwt
1283,חבוש,xbwe
1284,ומפיו,wmpiw
1285,בוקעות,bwqywt
1286,המלים,hmlim
1287,גורג,gwrg
1288,לא,la
1289,תהיה,thih
1290,וייטנאם,wiivnam
1291,גורג,gwrg
1292,הוא,hwa
1293,כמובן,kmwbn
1294,גורג,gwrg
1295,קרא,qra
1296,את,at
1297,שפתיי,eptii
1298,היא,hia
1299,סיסמת,sismt
1300,הבחירות,hbxirwt
1301,הכוזבת,hkwzbt
1302,הנשיא,hneia
1303,מ8891,m8891
1304,את,at
1305,שפתיי,eptii
1306,לא,la
1307,יהיו,ihiw
1308,מסים,msim
1309,חדשים,xdeim
1310,נשף,nep
1311,לטום,lvwm
1312,הסנאטור,hsnavwr
1313,הדמוקרטי,hdmwqrvi
1314,שהעמיד,ehymid
1315,את,at
1316,עצמו,ycmw
1317,השבוע,hebwy
1318,לבחירה,lbxirh
1319,באריכות,barikwt
1320,אחד,axd
1321,הנוכחים,hnwkxim
1322,כיצד,kicd
1323,יכולה,ikwlh
1324,ליישב,liieb
1325,את,at
1326,סכסוך,skswk
1327,המפרץ,hmprc
1328,הפרסי,hprsi
1329,רק,rq
1330,את,at
1331,לפני,lpni
1332,בית,bit
1333,המשפט,hmepv
1334,הבין,hbin
1335,לאומי,lawmi
1336,בהאג,bhag
1337,בבן,bbn
1338,שיחי,eixi
1339,בהפתעה,bhptyh
1340,ניכרת,nikrt
1341,כאלה,kalh
1342,היו,hiw
1343,מקובלים,mqwblim
1344,בין,bin
1345,שמעתי,emyti
1346,כבר,kbr
1347,הרבה,hrbh
1348,זמן,zmn
1349,במעמקי,bmymqi
1350,המערב,hmyrb
1351,התיכון,htikwn
1352,של,el
1353,שהעולם,ehywlm
1354,בצלם,bclm
1355,אמריקה,amriqh
1356,שהוא,ehwa
1357,מלא,mla
1358,הגיוניים,hgiwniim
1359,ופרגמטיים,wprgmviim
1360,המוסרית,hmwsrit
1361,של,el
1362,מוסד,mwsd
1363,שאיש,eaie
1364,כולל,kwll
1365,מעולם,mywlm
1366,לקח,lqx
1367,ברצינות,brcinwt
1368,תעשה,tyeh
1369,על,yl
1370,סדאם,sdam
1371,חוסיין,xwsiin
1372,המשבר,hmebr
1373,במפרץ,bmprc
1374,הפרסי,hprsi
1375,לא,la
1376,היה,hih
1377,בחירות,bxirwt
1378,מרכזי,mrkzi
1379,באיובה,baiwbh
1380,טום,vwm
1381,הארקין,harqin
1382,הליברלי,hlibrli
1383,ויריבו,wiribw
1384,הרפובליקאי,hrpwbliqai
1385,השמרן,hemrn
1386,טום,vwm
1387,טקי,vqi
1388,אמנם,amnm
1389,לא,la
1390,על,yl
1391,שום,ewm
1392,עניין,yniin
1393,אבל,abl
1394,נטו,nvw
1395,להסכים,lhskim
1396,על,yl
1397,המפרץ,hmprc
1398,הפרסי,hprsi
1399,שניהם,enihm
1400,תומכים,twmkim
1401,בנשיא,bneia
1402,ושניהם,wenihm
1403,בצורך,bcwrk
1404,בזהירות,bzhirwt
1405,בימי,bimi
1406,המלחמה,hmlxmh
1407,הקרה,hqrh
1408,טוקי,vwqi
1409,אנטי,anvi
1410,והארקין,wharqin
1411,היה,hih
1412,יונה,iwnh
1413,נלהבת,nlhbt
1414,טוקי,vwqi
1415,בכל,bkl
1416,סעיף,syip
1417,הוצאות,hwcawt
1418,צבאיות,cbaiwt
1419,וחייב,wxiib
1420,את,at
1421,המאבק,hmabq
1422,להפלת,lhplt
1423,ממשלת,mmelt
1424,הארקין,harqin
1425,רצה,rch
1426,קיצוצים,qicwcim
1427,ניכרים,nikrim
1428,הביטחון,hbivxwn
1429,ועמד,wymd
1430,המאבק,hmabq
1431,בסנאט,bsnav
1432,נגד,ngd
1433,הסיוע,hsiwy
1434,לקונטראס,lqwnvras
1435,במפרץ,bmprc
1436,נצים,ncim
1437,יוניים,iwniim
1438,יונים,iwnim
1439,נציות,nciwt
1440,כמעט,kmyv
1441,שווה,ewwh
1442,קומוניזם,qwmwnizm
1443,ואל,wal
1444,פני,pni
1445,השטח,hevx
1446,חוזרת,xwzrt
1447,גם,gm
1448,מידה,midh
1449,הגונה,hgwnh
1450,של,el
1451,בדלנות,bdlnwt
1452,אינסטינקטיווית,ainsvinqviwwit
1453,אפיון,apiwn
1454,היסטורי,hisvwri
1455,של,el
1456,מדינות,mdinwt
1457,התיכון,htikwn
1458,האמריקאי,hamriqai
1459,במהלך,bmhlk
1460,מערכת,myrkt
1461,הבחירות,hbxirwt
1462,מטהו,mvhw
1463,טוקי,vwqi
1464,תשדיר,tedir
1465,טלוויזיה,vlwwizih
1466,שאחד,eaxd
1467,מסעיפיו,msyipiw
1468,התנגדות,htngdwt
1469,לסיוע,lsiwy
1470,חוץ,xwc
1471,השדולה,hedwlh
1472,הפרו,hprw
1473,ישראלית,ieralit
1474,בוואשינגטון,bwwaeingvwn
1475,לסיוע,lsiwy
1476,חוץ,xwc
1477,את,at
1478,מחוץ,mxwc
1479,למחנה,lmxnh
1480,אם,am
1481,אינה,ainh
1482,ספציפית,spcipit
1483,על,yl
1484,ישראל,ieral
1485,פעילים,pyilim
1486,פרו,prw
1487,ישראליים,ieraliim
1488,ומעולם,wmywlm
1489,יהודים,ihwdim
1490,לתרום,ltrwm
1491,כספים,kspim
1492,למועמדים,lmwymdim
1493,הנאבקים,hnabqim
1494,נגד,ngd
1495,מתנגדי,mtngdi
1496,סיוע,siwy
1497,החוץ,hxwc
1498,ממילא,mmila
1499,טום,vwm
1500,הארקין,harqin
1501,תומך,twmk
1502,עקיב,yqib
1503,בסיוע,bsiwy
1504,החוץ,hxwc
1505,היה,hih
1506,אחד,axd
1507,של,el
1508,תרומות,trwmwt
1509,יהודיות,ihwdiwt
1510,בשש,bee
1511,האחרונות,haxrwnwt
1512,לפי,lpi
1513,מקור,mqwr
1514,יהודי,ihwdi
1515,באיובה,baiwbh
1516,הארקין,harqin
1517,קיבל,qibl
1518,002,002
1519,דולר,dwlr
1520,מוועדי,mwwydi
1521,פעולה,pywlh
1522,פוליטיים,pwliviim
1523,פרו,prw
1524,ישראליים,ieraliim
1525,בכל,bkl
1526,טוקי,vwqi
1527,קיבל,qibl
1528,אלף,alp
1529,תיאר,tiar
1530,טום,vwm
1531,דאיין,daiin
1532,כאחד,kaxd
1533,מששה,meeh
1534,או,aw
1535,שנבחרו,enbxrw
1536,כסף,ksp
1537,זו,zw
1538,היתה,hith
1539,לא,la
1540,דיסקרטית,disqrvit
1541,ואין,wain
1542,שיימנע,eiimny
1543,השנה,henh
1544,אף,ap
1545,על,yl
1546,פי,pi
1547,כן,kn
1548,ישראליים,ieraliim
1549,בוואשינגטון,bwwaeingvwn
1550,חככו,xkkw
1551,השבוע,hebwy
1552,את,at
1553,ידיהם,idihm
1554,בשביעות,bebiywt
1555,רצון,rcwn
1556,למשמע,lmemy
1557,שהארקין,eharqin
1558,גבר,gbr
1559,על,yl
1560,טוקי,vwqi
1561,של,el
1562,הוא,hwa
1563,הסנאטור,hsnavwr
1564,הדמוקרטי,hdmwqrvi
1565,בתולדות,btwldwt
1566,איובה,aiwbh
1567,הנבחר,hnbxr
1568,כהונה,khwnh
1569,שנייה,eniih
1570,גם,gm
1571,יודע,iwdy
1572,שבלי,ebli
1573,תרומות,trwmwt
1574,לגבולות,lgbwlwt
1575,מדינתו,mdintw
1576,הקטנה,hqvnh
1577,יתקשה,itqeh
1578,לאסוף,laswp
1579,די,di
1580,כסף,ksp
1581,מערכת,myrkt
1582,הבחירות,hbxirwt
1583,שבלעדיה,eblydih
1584,אין,ain
1585,אמריקאיים,amriqaiim
1586,מסוגלים,mswglim
1587,לנצח,lncx
1588,חזקה,xzqh
1589,על,yl
1590,גם,gm
1591,בעתיד,bytid
1592,בעד,byd
1593,חוק,xwq
1594,סיוע,siwy
1595,החוץ,hxwc
1596,מזכירות,mzkirwt
1597,איגוד,aigwd
1598,הפועלים,hpwylim
1599,החקלאיים,hxqlaiim
1600,הציעה,hciyh
1601,אתמול,atmwl
1602,שהממשלה,ehmmelh
1603,תשלם,telm
1604,מענק,mynq
1605,חודשי,xwdei
1606,500,500
1607,נוסף,nwsp
1608,לשכר,lekr
1609,הרגיל,hrgil
1610,ישראלי,ierali
1611,שיעבוד,eiybwd
1612,בקטיף,bqvip
1613,חודשים,xwdeim
1614,לפחות,lpxwt
1615,מזכיר,mzkir
1616,איגוד,aigwd
1617,החקלאיים,hxqlaiim
1618,חיים,xiim
1619,אביבי,abibi
1620,מסר,msr
1621,הועלתה,hwylth
1622,המחסור,hmxswr
1623,בעובדי,bywbdi
1624,קטיף,qvip
1625,המורגש,hmwrge
1626,כבר,kbr
1627,כעת,kyt
1628,ויוחרף,wiwxrp
1629,בחודש,bxwde
1630,הבא,hba
1631,יהיה,ihih
1632,בעיצומו,byicwmw
1633,עקב,yqb
1634,היעדרות,hiydrwt
1635,עובדים,ywbdim
1636,מהשטחים,mhevxim
1637,אינם,ainm
1638,שיצליחו,eiclixw
1639,למשוך,lmewk
1640,מספר,mspr
1641,ניכר,nikr
1642,עובדים,ywbdim
1643,ישראליים,ieraliim
1644,לקטיף,lqvip
1645,בגלל,bgll
1646,השכר,hekr
1647,הנמוך,hnmwk
1648,זו,zw
1649,מעט,myv
1650,שכר,ekr
1651,המינימום,hminimwm
1652,במשק,bmeq
1653,בשבוע,bebwy
1654,הבא,hba
1655,ידון,idwn
1656,התאחדות,htaxdwt
1657,האיכרים,haikrim
1658,שלמה,elmh
1659,רייזמן,riizmn
1660,שירות,eirwt
1661,דוד,dwd
1662,ההתאחדות,hhtaxdwt
1663,עולים,ywlim
1664,חדשים,xdeim
1665,הלומדים,hlwmdim
1666,באולפנים,bawlpnim
1667,בקטיף,bqvip
1668,רייזמן,riizmn
1669,מציע,mciy
1670,שהממשלה,ehmmelh
1671,מחצית,mxcit
1672,מעלות,mylwt
1673,העסקתם,hysqtm
1674,של,el
1675,העולים,hywlim
1676,מזכירות,mzkirwt
1677,איגוד,aigwd
1678,הפועלים,hpwylim
1679,החקלאיים,hxqlaiim
1680,נקיטת,nqivt
1681,עיצומים,yicwmim
1682,אם,am
1683,עד,yd
1684,סוף,swp
1685,השבוע,hebwy
1686,הבא,hba
1687,לא,la
1688,יושג,iweg
1689,הסכם,hskm
1690,שכר,ekr
1691,לשנתיים,lentiim
1692,הבאות,hbawt
1693,יועלה,iwylh
1694,שכר,ekr
1695,העובדים,hywbdim
1696,השכר,hekr
1697,פג,pg
1698,באפריל,bapril
1699,רשות,rewt
1700,שדות,edwt
1701,התעופה,htywph
1702,אריה,arih
1703,גרוסבורד,grwsbwrd
1704,נהרג,nhrg
1705,ביום,biwm
1706,בתאונת,btawnt
1707,דרכים,drkim
1708,בארצות,barcwt
1709,הברית,hbrit
1710,גרוסבורד,grwsbwrd
1711,נהג,nhg
1712,במכונית,bmkwnit
1713,בדרכו,bdrkw
1714,מהעיר,mhyir
1715,לנמל,lnml
1716,התעופה,htywph
1717,משאית,meait
1718,פגעה,pgyh
1719,והוא,whwa
1720,נהרג,nhrg
1721,אריה,arih
1722,אמור,amwr
1723,היה,hih
1724,לטוס,lvws
1725,לשיקאגו,leiqagw
1726,וממנה,wmmnh
1727,לניו,lniw
1728,יורק,iwrq
1729,שם,em
1730,היה,hih
1731,להיפגש,lhipge
1732,עם,ym
1733,אשתו,aetw
1734,שעשתה,eyeth
1735,בבוסטון,bbwsvwn
1736,בני,bni
1737,הזוג,hzwg
1738,תוכננו,twknnw
1739,לשוב,lewb
1740,אחרי,axri
1741,הצהריים,hchriim
1742,לישראל,lieral
1743,דבר,dbr
1744,מותו,mwtw
1745,של,el
1746,גרוסבורד,grwsbwrd
1747,רק,rq
1748,אתמול,atmwl
1749,התעופה,htywph
1750,הגורמים,hgwrmim
1751,שטיפלו,eviplw
1752,בדבר,bdbr
1753,לא,la
1754,קישרו,qierw
1755,שמו,emw
1756,תפקידו,tpqidw
1757,משטרת,mevrt
1758,מיניאפוליס,miniapwlis
1759,במכוניתו,bmkwnitw
1760,את,at
1761,מזוודותיו,mzwwdwtiw
1762,עם,ym
1763,תגי,tgi
1764,הזיהוי,hzihwi
1765,המשטרה,hmevrh
1766,המדינה,hmdinh
1767,האמריקאית,hamriqait
1768,שהעבירה,ehybirh
1769,את,at
1770,המידע,hmidy
1771,הישראלית,hieralit
1772,בשיקאגו,beiqagw
1773,המטפלת,hmvplt
1774,מיניאפוליס,miniapwlis
1775,הקונסוליה,hqwnswlih
1776,בשיקאגו,beiqagw
1777,לירושלים,lirwelim
1778,החוץ,hxwc
1779,בירושלים,birwelim
1780,נשלח,nelx
1781,להודיע,lhwdiy
1782,על,yl
1783,דבר,dbr
1784,המוות,hmwwt
1785,לבני,lbni
1786,המשפחה,hmepxh
1787,אולם,awlm
1788,לא,la
1789,איש,aie
1790,בדירתו,bdirtw
1791,רק,rq
1792,אחר,axr
1793,כך,kk
1794,נמצא,nmca
1795,כרטיס,krvis
1796,ביקור,biqwr
1797,ובו,wbw
1798,שמו,emw
1799,של,el
1800,כמנהל,kmnhl
1801,מפעל,mpyl
1802,פרטי,prvi
1803,משרד,merd
1804,החוץ,hxwc
1805,התקשרו,htqerw
1806,אתמול,atmwl
1807,למפעל,lmpyl
1808,אז,az
1809,התברר,htbrr
1810,מדובר,mdwbr
1811,שדות,edwt
1812,התעופה,htywph
1813,95,95
1814,במותו,bmwtw
1815,אחות,axwt
1816,רעיה,ryih
1817,ושתי,weti
1818,בנות,bnwt
1819,לא,la
1820,מועד,mwyd
1821,מרכז,mrkz
1822,האדם,hadm
1823,בצלם,bclm
1824,מפעם,mpym
1825,דפי,dpi
1826,מידע,midy
1827,ובהם,wbhm
1828,פרטים,prvim
1829,על,yl
1830,הנעשה,hnyeh
1831,בשטחים,bevxim
1832,בתחומים,btxwmim
1833,שונים,ewnim
1834,ענייני,yniini
1835,מאוד,mawd
1836,בדרך,bdrk
1837,בו,bw
1838,נגיעה,ngiyh
1839,לענייני,lyniini
1840,חוק,xwq
1841,בצלם,bclm
1842,נוהג,nwhg
1843,דפי,dpi
1844,המידע,hmidy
1845,שלו,elw
1846,בין,bin
1847,בעלי,byli
1848,שונים,ewnim
1849,חלקם,xlqm
1850,בעלי,byli
1851,משרות,merwt
1852,במערכת,bmyrkt
1853,המשפט,hmepv
1854,בימים,bimim
1855,התקבל,htqbl
1856,במשרדי,bmerdi
1857,הארגון,hargwn
1858,ממשרד,mmerd
1859,המשפטים,hmepvim
1860,על,yl
1861,נייר,niir
1862,רשמי,remi
1863,הנדון,hndwn
1864,החוברת,hxwbrt
1865,שלכם,elkm
1866,מוחזר,mwxzr
1867,אליכם,alikm
1868,החומר,hxwmr
1869,כמותו,kmwtw
1870,אתם,atm
1871,שולחים,ewlxim
1872,אלי,ali
1873,פעם,pym
1874,והוא,whwa
1875,נזרק,nzrq
1876,ישר,ier
1877,לפח,lpx
1878,אבקשכם,abqekm
1879,לשלוח,lelwx
1880,אלי,ali
1881,מען,myn
1882,עבודתי,ybwdti
1883,מיועד,miwyd
1884,עבודה,ybwdh
1885,בלבד,blbd
1886,על,yl
1887,החתום,hxtwm
1888,נגה,ngh
1889,הממונה,hmmwnh
1890,על,yl
1891,נוסח,nwsx
1892,החוק,hxwq
1893,ורשומות,wrewmwt
1894,ולמי,wlmi
1895,שיספר,eispr
1896,את,at
1897,סיפורה,sipwrh
1898,של,el
1899,שגרת,egrt
1900,בימים,bimim
1901,המטורפים,hmvwrpim
1902,האלה,halh
1903,הנה,hnh
1904,שוליים,ewliim
1905,על,yl
1906,המים,hmim
1907,שעיריית,eyiriit
1908,שלחה,elxh
1909,בימים,bimim
1910,אלה,alh
1911,לתושבים,ltwebim
1912,הודפסה,hwdpsh
1913,הלשון,hlewn
1914,אם,am
1915,יש,ie
1916,לך,lk
1917,מיכל,mikl
1918,על,yl
1919,גג,gg
1920,הבית,hbit
1921,אנא,ana
1922,לנעילת,lnyilt
1923,הכניסה,hknish
1924,אל,al
1925,הגג,hgg
1926,כדי,kdi
1927,מאנשים,maneim
1928,זרים,zrim
1929,את,at
1930,מי,mi
1931,השתייה,hetiih
1932,אתנו,atnw
1933,העלים,hylim
1934,מזהיבים,mzhibim
1935,קצה,qch
1936,של,el
1937,נוספת,nwspt
1938,נראה,nrah
1939,באופק,bawpq
1940,ועדיין,wydiin
1941,זכית,zkit
1942,במענק,bmynq
1943,של,el
1944,קרן,qrn
1945,אני,ani
1946,לא,la
1947,הזוכים,hzwkim
1948,כמו,kmw
1949,תמיד,tmid
1950,די,di
1951,כדי,kdi
1952,לגרום,lgrwm
1953,לאמנים,lamnim
1954,לאקדמאים,laqdmaim
1955,ולפעילים,wlpyilim
1956,במסגרות,bmsgrwt
1957,שונות,ewnwt
1958,ברחבי,brxbi
1959,ארצות,arcwt
1960,הברית,hbrit
1961,כולה,kwlh
1962,לצפות,lcpwt
1963,לרשימת,lreimt
1964,כשבלבם,keblbm
1965,מקננת,mqnnt
1966,שאולי,eawli
1967,גם,gm
1968,הם,hm
1969,ייכללו,iikllw
1970,בה,bh
1971,אחרי,axri
1972,ככלות,kklwt
1973,63,63
1974,הזוכים,hzwkim
1975,אם,am
1976,לשפוט,lepwv
1977,על,yl
1978,פי,pi
1979,הכתוב,hktwb
1980,עליהם,ylihm
1981,בעיתונות,byitwnwt
1982,אינם,ainm
1983,נראים,nraim
1984,מיוחדים,miwxdim
1985,אבל,abl
1986,כמובן,kmwbn
1987,לאחר,laxr
1988,בדיקה,bdiqh
1989,מתברר,mtbrr
1990,שזה,ezh
1991,מה,mh
1992,שהם,ehm
1993,למשל,lmel
1994,את,at
1995,מריה,mrih
1996,ואראלה,waralh
1997,בתחילה,btxilh
1998,היא,hia
1999,מצטיירת,mcviirt
2000,כל,kl
2001,מארגנת,margnt
2002,קהילתית,qhiltit
2003,אחרת,axrt
2004,אבל,abl
2005,מקרוב,mqrwb
2006,מתברר,mtbrr
2007,שהיא,ehia
2008,נמנתה,nmnth
2009,עם,ym
2010,מקימי,mqimi
2011,גנאדאס,gnadas
2012,דל,dl
2013,ואיה,waih
2014,לגידול,lgidwl
2015,כבשים,kbeim
2016,ולאריגה,wlarigh
2017,בלוס,blws
2018,האם,ham
2019,אתם,atm
2020,יכולים,ikwlim
2021,כך,kk
2022,וישנם,wienm
2023,גם,gm
2024,הזוכים,hzwkim
2025,המיוחדים,hmiwxdim
2026,במובן,bmwbn
2027,היותר,hiwtr
2028,שנוי,enwi
2029,במחלוקת,bmxlwqt
2030,המלה,hmlh
2031,שמענקי,emynqi
2032,קרן,qrn
2033,מקארתור,mqartwr
2034,נועדו,nwydw
2035,לשחרר,lexrr
2036,את,at
2037,המוכשרים,hmwkerim
2038,מנטל,mnvl
2039,ההשתכרות,hhetkrwt
2040,למחייתם,lmxiitm
2041,כמה,kmh
2042,מענקים,mynqim
2043,מגיעים,mgiyim
2044,תמיד,tmid
2045,לאנשים,laneim
2046,שאינם,eainm
2047,בדיוק,bdiwq
2048,נאבקים,nabqim
2049,כדי,kdi
2050,לזכות,lzkwt
2051,בהכרה,bhkrh
2052,יצירה,icirh
2053,הדוגמה,hdwgmh
2054,העיקרית,hyiqrit
2055,של,el
2056,סוזן,swzn
2057,זונטג,zwnvg
2058,אם,am
2059,בכל,bkl
2060,זאת,zat
2061,למחשבותיכם,lmxebwtikm
2062,ולמעשיכם,wlmyeikm
2063,עליכם,ylikm
2064,להשיג,lheig
2065,אותו,awtw
2066,בדרך,bdrk
2067,המיושנת,hmiwent
2068,לפנות,lpnwt
2069,לקרן,lqrn
2070,ולשכנע,wlekny
2071,אנשים,aneim
2072,כסף,ksp
2073,שאתם,eatm
2074,זכאים,zkaim
2075,ממנו,mmnw
2076,להלן,lhln
2077,כמה,kmh
2078,עצות,ycwt
2079,עצה,ych
2080,1,1
2081,הצטרפו,hcvrpw
2082,לגופים,lgwpim
2083,כמעט,kmyv
2084,אף,ap
2085,אחד,axd
2086,מיליארדי,miliardi
2087,הדולרים,hdwlrim
2088,מחלקות,mxlqwt
2089,מדי,mdi
2090,שנה,enh
2091,אינו,ainw
2092,מיועד,miwyd
2093,ליחידים,lixidim
2094,זו,zw
2095,אחת,axt
2096,הסיבות,hsibwt
2097,לכך,lkk
2098,שמענקי,emynqi
2099,מבוקשים,mbwqeim
2100,בדרך,bdrk
2101,מופנה,mwpnh
2102,הכסף,hksp
2103,לקולגים,lqwlgim
2104,למכוני,lmkwni
2105,צוותות,cwwtwt
2106,חשיבה,xeibh
2107,לשירות,leirwt
2108,קהילתי,qhilti
2109,לספריות,lspriwt
2110,אחרים,axrim
2111,שלא,ela
2112,למטרות,lmvrwt
2113,רווח,rwwx
2114,משום,mewm
2115,כך,kk
2116,ראשית,raeit
2117,כל,kl
2118,לחשוב,lxewb
